PRIMARY_KEY,REP_DATE,CAD_date_time,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,CORRECTED_search_based_on,CORRECTED_search_discovered,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,CAD_sector,CouncilDistrict
20171560072,06/05/2017,06/05/2017,M,WHITE,600 AUGUSTA AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107170,10073616,BAKER,Council District 9
20172090037,07/28/2017,07/28/2017,M,ASIAN,400 JOSEPHINE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109343,10068483,DAVID,Council District 5
20172730297,09/30/2017,09/30/2017,M,HISPANIC OR LATINO,MANOR RD / SWEENEY LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133784,10085180,IDA,Council District 1
20171771514,06/26/2017,06/26/2017,M,BLACK,MONTOPOLIS DR / E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127106,10055361,HENR,Council District 3
201741638,01/04/2017,01/04/2017,M,HISPANIC OR LATINO,4600 SPRINGDALE RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133713,10078790,CHARLIE,Council District 1
2017141479,01/14/2017,01/14/2017,M,HISPANIC OR LATINO,MANOR RD / PECAN SPRINGS RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132227,10083165,IDA,Council District 1
2017221682,01/23/2017,01/22/2017,M,WHITE,2700 W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3091901,10048144,DAVID,Council District 5
2017231843,01/24/2017,01/23/2017,M,HISPANIC OR LATINO,3700 OAK SPRINGS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130059,10073193,CHARLIE,Council District 1
2017231880,01/23/2017,01/23/2017,M,HISPANIC OR LATINO,5700 MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096853,10051102,DAVID,Council District 5
2017241660,01/24/2017,01/24/2017,M,HISPANIC OR LATINO,9700 PARKFIELD DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125818,10108828,EDWARD,Council District 4
201741732,01/04/2017,01/04/2017,M,HISPANIC OR LATINO,5500 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124920,10088081,IDA,Council District 4
201731979,01/04/2017,01/03/2017,M,HISPANIC OR LATINO,108 JENNIFER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3126363,10100777,EDWARD,Council District 4
2017291644,01/29/2017,01/29/2017,M,WHITE,16400 AVERY RANCH BLVD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110749,10157238,ADAM PD,Council District 6
201710709,01/01/2017,01/01/2017,M,BLACK,300 E 7TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115224,10070871,GEORGE,Council District 9
2017101428,01/10/2017,01/10/2017,F,HISPANIC OR LATINO,800 BLOCK W RUNDBERG LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127792,10105785,EDWARD,Council District 4
2017281283,01/28/2017,01/28/2017,F,WHITE,400 E ANDERSON LN EB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126134,10097987,IDA,Council District 4
2017250648,01/25/2017,01/25/2017,M,BLACK,1600 E OLTORF ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115622,10058177,HENR,Council District 9
2017191962,01/20/2017,01/19/2017,M,HISPANIC OR LATINO,300 CARMEN CT,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124876,10095582,IDA,Council District 4
201741363,01/04/2017,01/04/2017,M,WHITE,1700 W PARMER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,WEAPONS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3130069,10123786,EDWARD,Council District 7
2017241496,01/24/2017,01/24/2017,M,HISPANIC OR LATINO,10805 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133722,10109253,EDWARD,Council District 1
2017170859,01/17/2017,01/17/2017,F,WHITE,5451 N IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3125950,10088054,IDA,Council District 4
201771308,01/07/2017,01/07/2017,M,HISPANIC OR LATINO,E US 290 HWY SVRD WB / JOHNNY MORRIS RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3151475,10094617,CHARLIE,Council District 1
201760168,01/06/2017,01/06/2017,F,HISPANIC OR LATINO,200 E 4TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114579,10069960,GEORGE,Council District 9
201710564,01/01/2017,01/01/2017,M,ASIAN,1138 E 51ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124775,10085763,IDA,Council District 4
201771308,01/07/2017,01/07/2017,M,HISPANIC OR LATINO,E US 290 HWY SVRD WB / JOHNNY MORRIS RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3151475,10094617,CHARLIE,Council District 1
201771308,01/07/2017,01/07/2017,M,HISPANIC OR LATINO,E US 290 HWY SVRD WB / JOHNNY MORRIS RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3151475,10094617,CHARLIE,Council District 1
201730101,01/03/2017,01/03/2017,M,MIDDLE EASTERN,200 S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113386,10068034,DAVID,Council District 9
201720007,01/02/2017,01/02/2017,M,BLACK,5300 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124705,10087249,IDA,Council District 4
201721678,01/02/2017,01/02/2017,M,BLACK,1400 CORONADO HILLS DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130434,10093275,IDA,Council District 1
2017120052,01/12/2017,01/12/2017,M,WHITE,200 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112403,10067947,DAVID,Council District 9
2017130217,01/13/2017,01/13/2017,M,BLACK,600 S LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109199,10067622,DAVID,Council District 5
2017170012,01/17/2017,01/17/2017,M,WHITE,800 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111738,10071612,BAKER,Council District 9
2017100937,01/10/2017,01/10/2017,F,BLACK,ROGGE LN / MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133403,10084476,IDA,Council District 1
2017211868,01/21/2017,01/21/2017,M,HISPANIC OR LATINO,500 BLOCK NECHES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115687,10070154,GEORGE,Council District 9
2017200127,01/20/2017,01/20/2017,M,BLACK,400 ATLANTA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105341,10073634,BAKER,Council District 10
2017161608,01/16/2017,01/16/2017,M,BLACK,5400 W US 290 HWY SVRD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3084556,10058808,DAVID,Council District 8
201731809,01/03/2017,01/03/2017,M,BLACK,9307 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127917,10105255,EDWARD,Council District 4
201740074,01/04/2017,01/04/2017,M,HISPANIC OR LATINO,W STASSNEY LN / COUGAR DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101545,10049106,FRANK,Council District 2
201791860,01/09/2017,01/09/2017,F,BLACK,W 45TH ST / SHOAL CREEK BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112862,10088688,BAKER,Council District 10
201771333,01/07/2017,01/07/2017,F,BLACK,11600 METRIC BLVD,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124723,10117402,EDWARD,Council District 7
2017240171,01/24/2017,01/24/2017,M,HISPANIC OR LATINO,5800 S CONGRESS AVE,NO = 2,,,,,3104425,10046906,FRANK,Council District 2
2017120120,01/12/2017,01/12/2017,M,WHITE,901 E KOENIG LN SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124188,10090094,IDA,Council District 4
201761632,01/06/2017,01/06/2017,M,BLACK,SPRINGDALE RD / REYES ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131022,10073643,CHARLIE,Council District 1
2017210426,01/21/2017,01/21/2017,M,HISPANIC OR LATINO,2110 E RIVERSIDE DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3119621,10060699,HENR,Council District 3
2017111928,01/11/2017,01/11/2017,M,WHITE,2600 N MOPAC EXPY SB,NO = 2,,,,,3109089,10081635,DAVID,Council District 10
2017280016,01/28/2017,01/28/2017,F,BLACK,900 1/2 E 53RD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123110,10087477,IDA,Council District 4
2017280016,01/28/2017,01/28/2017,M,BLACK,900 1/2 E 53RD ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123110,10087477,IDA,Council District 4
2017201571,01/20/2017,01/20/2017,M,WHITE,202 S LAMAR BLVD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109637,10069198,GEORGE,Council District 5
2017241902,01/24/2017,01/24/2017,M,WHITE,100 E MONROE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112169,10063396,HENR,Council District 9
2017141072,01/14/2017,01/14/2017,M,ASIAN,8500 E US 290 HWY SVRD WB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3139649,10093407,EDWARD,Council District 1
2017280293,01/28/2017,01/28/2017,F,WHITE,13200 S IH 35 SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3094971,10012951,FRANK,Council District 5
2017231287,01/23/2017,01/23/2017,M,HISPANIC OR LATINO,13401 METRIC BLVD,YES = 1,MOTOR VEHICLE DRIVER,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3132679,10127744,EDWARD,Council District 7
2017300081,01/30/2017,01/30/2017,F,WHITE,500 BOWIE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110990,10071327,GEORGE,Council District 9
201760285,01/06/2017,01/06/2017,M,BLACK,4700 N IH 35 NB,YES = 1,VIOLATION OF PENAL CODE,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123455,10084620,BAKER,Council District 9
2017191639,01/19/2017,01/19/2017,M,BLACK,RUTLAND DR / MEARNS MEADOW BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3126771,10107038,EDWARD,Council District 4
2017151407,01/15/2017,01/15/2017,M,WHITE,S CONGRESS AVE / E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103555,10043201,FRANK,Council District 2
2017161310,01/16/2017,01/16/2017,M,HISPANIC OR LATINO,11657 ANDERSON MILL RD,NO = 2,,,,,3087000,10137975,ADAM PD,Council District 6
2017290042,01/29/2017,01/29/2017,M,WHITE,1100 W ANDERSON LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3122000,10100732,IDA,Council District 7
201761840,01/06/2017,01/06/2017,M,HISPANIC OR LATINO,1100 PERRY RD,NO = 2,,,,,3132136,10067017,CHARLIE,Council District 3
201761611,01/06/2017,01/06/2017,M,HISPANIC OR LATINO,4100 GOVERNORS ROW,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112682,10051534,FRANK,Council District 2
2017200161,01/20/2017,01/20/2017,M,WHITE,1400 BARTON SPRINGS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109210,10068234,DAVID,Council District 5
2017191403,01/19/2017,01/19/2017,M,HISPANIC OR LATINO,13000 BLOCK N IH 35 SB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,,3134556,10122114,EDWARD,Council District 7
2017251916,01/25/2017,01/25/2017,M,MIDDLE EASTERN,6900 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121121,10096081,IDA,Council District 7
2017240528,01/24/2017,01/24/2017,M,HISPANIC OR LATINO,2788 ROGGE LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133328,10084541,IDA,Council District 1
201740153,01/04/2017,01/04/2017,F,WHITE,1900 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117101,10057503,HENR,Council District 3
2017161365,01/16/2017,01/16/2017,M,HISPANIC OR LATINO,1200 PAYTON GIN RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124533,10105027,EDWARD,Council District 4
2017250023,01/25/2017,01/25/2017,M,BLACK,E RUNDBERG LN / N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130654,10104010,EDWARD,Council District 4
2017110128,01/11/2017,01/11/2017,M,HISPANIC OR LATINO,700 N IH 35 NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117028,10070363,CHARLIE,Council District 1
2017251568,01/25/2017,01/25/2017,M,HISPANIC OR LATINO,5401 NUCKOLS CROSSING RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115939,10043050,FRANK,Council District 2
2017171579,01/17/2017,01/17/2017,F,WHITE,4601 ALF AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129891,10071302,CHARLIE,Council District 3
2017271785,01/27/2017,01/27/2017,M,HISPANIC OR LATINO,4100 BLOCK GOVERNORS ROW,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112569,10051201,FRANK,Council District 2
201761320,01/06/2017,01/06/2017,M,HISPANIC OR LATINO,100 BLOCK E 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114532,10070712,GEORGE,Council District 9
2017251884,01/25/2017,01/25/2017,M,HISPANIC OR LATINO,CAMPBELL ST / W 6TH ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107488,10073397,BAKER,Council District 9
2017271907,01/27/2017,01/27/2017,M,BLACK,RUTLAND DR / N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128250,10106297,EDWARD,Council District 4
2017280190,01/28/2017,01/28/2017,M,WHITE,N IH 35 SVRD SB / E 12TH ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117441,10072197,BAKER,Council District 1
2017100255,01/10/2017,01/10/2017,M,BLACK,8200 MANCHACA RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3092582,10041937,FRANK,Council District 5
2017111795,01/11/2017,01/11/2017,M,HISPANIC OR LATINO,12100 ACORN CREEK TRL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3091188,10138732,ADAM PD,Council District 6
2017130119,01/13/2017,01/13/2017,M,WHITE,9200 SEDGEMOOR TRL,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3090363,10038422,FRANK,Council District 5
2017130742,01/13/2017,01/13/2017,M,BLACK,8300 N IH 35 SVRD SB,YES = 1,,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128202,10099438,EDWARD,Council District 4
2017270064,01/27/2017,01/27/2017,M,WHITE,5900 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101952,10047288,FRANK,Council District 2
2017260169,01/26/2017,01/26/2017,M,HISPANIC OR LATINO,N IH 35 SVRD SB / E 12TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3117441,10072197,BAKER,Council District 1
2017240065,01/24/2017,01/24/2017,M,WHITE,JOYCE ST / GERAGHTY AVE,YES = 1,OTHER,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114514,10098951,BAKER,Council District 7
2017190193,01/19/2017,01/19/2017,M,HISPANIC OR LATINO,FERGUSON DR / N LAMAR BLVD,YES = 1,SUSPICIOUS PERSON / VEHICLE,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3130422,10111011,EDWARD,Council District 4
2017291536,01/29/2017,01/29/2017,M,BLACK,2700 E SH 71 WB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3142663,10050601,HENR,Council District 2
2017271514,01/27/2017,01/27/2017,F,HISPANIC OR LATINO,500 BLOCK E WONSLEY DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127077,10098867,EDWARD,Council District 4
2017230047,01/23/2017,01/23/2017,M,WHITE,901 E KOENIG LN SVRD EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,,3124188,10090094,IDA,Council District 4
2017310048,01/31/2017,01/31/2017,M,WHITE,200 S CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113386,10068034,HENR,Council District 9
2017300798,01/30/2017,01/30/2017,M,WHITE,2526 KRAMER LN,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3121288,10116851,ADAM PD,Council District 7
2017250543,01/25/2017,01/25/2017,M,HISPANIC OR LATINO,2607 S IH 35 SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3114654,10056839,HENR,Council District 3
2017181688,01/18/2017,01/18/2017,M,BLACK,MANOR RD / WESTMINSTER DR,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131991,10082842,IDA,Council District 1
2017130892,01/13/2017,01/13/2017,F,BLACK,E 2ND ST / N IH 35 SVRD NB,NO = 2,,,,,3116657,10068595,GEORGE,Council District 3
2017211912,01/21/2017,01/21/2017,M,HISPANIC OR LATINO,E ANDERSON LN SVRD EB / CAMERON RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131488,10094497,IDA,Council District 4
2017120198,01/12/2017,01/12/2017,F,WHITE,11300 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131034,10112844,EDWARD,Council District 7
2017131879,01/13/2017,01/13/2017,F,BLACK,1200 E 51ST ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124940,10085715,IDA,Council District 4
