PRIMARY_KEY,REP_DATE,CAD_date_time,SEX,APD_RACE_DESC,LOCATION,PERSON_SEARCHED_DESC,REASON_FOR_STOP_DESC,CORRECTED_search_based_on,CORRECTED_search_discovered,RACE_KNOWN,X_COORDINATE,Y_COORDINATE,CAD_sector,CouncilDistrict
20171321982,05/12/2017,05/12/2017,M,WHITE,1600 N MOPAC EXPY NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107913,10077746,BAKER,Council District 10
20171220712,05/02/2017,05/02/2017,M,BLACK,1144 AIRPORT BLVD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3128398,10072590,CHARLIE,Council District 3
20171050221,04/15/2017,04/15/2017,M,HISPANIC OR LATINO,607 CONGRESS AVE,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114445,10070839,GEORGE,Council District 9
20171032042,04/13/2017,04/13/2017,M,BLACK,6400 E US 290 HWY SVRD WB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128254,10090734,IDA,Council District 4
20171161628,04/26/2017,04/26/2017,M,BLACK,2900 AIRPORT BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125504,10077836,CHARLIE,Council District 9
20171141893,04/24/2017,04/24/2017,M,WHITE,W PARMER LN / N MOPAC EXPY SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125384,10126276,ADAM PD,Council District 7
2017941336,04/04/2017,04/04/2017,M,BLACK,AIRPORT BLVD / E 16TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,CONTRABAND/EVIDENCE IN PLAIN VIEW,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127052,10075297,CHARLIE,Council District 1
2017930148,04/03/2017,04/03/2017,M,WHITE,E BEN WHITE BLVD SVRD EB / S IH 35 SVRD NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112087,10051584,FRANK,Council District 2
20171171635,04/27/2017,04/27/2017,M,BLACK,200 E ANDERSON LN EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125781,10098359,IDA,Council District 4
20171390112,05/19/2017,05/19/2017,M,WHITE,8500 N MOPAC EXPY SB,YES = 1,CALL FOR SERVICE,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113818,10108712,BAKER,Council District 10
20172130853,08/01/2017,08/01/2017,M,BLACK,ED BLUESTEIN BLVD SB / TECHNI CENTER DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3137878,10074214,CHARLIE,Council District 1
20172030184,07/22/2017,07/22/2017,M,WHITE,W 6TH ST / CAMPBELL ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3107488,10073397,BAKER,Council District 9
20171630193,06/12/2017,06/12/2017,M,HISPANIC OR LATINO,11900 N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131937,10115545,EDWARD,Council District 7
20171850350,07/04/2017,07/04/2017,M,BLACK,8103 RESEARCH BLVD SVRD NB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3122768,10101611,EDWARD,Council District 4
20172041102,07/23/2017,07/23/2017,M,HISPANIC OR LATINO,7300 N CAPITAL OF TEXAS HWY NB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3100088,10108256,BAKER,Council District 10
20172001832,07/20/2017,07/19/2017,M,HISPANIC OR LATINO,2200 E ANDERSON LN EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3133652,10093529,CHARLIE,Council District 1
20171961276,07/15/2017,07/15/2017,M,WHITE,2605 E 7TH ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3123920,10068230,CHARLIE,Council District 3
20171840173,07/03/2017,07/03/2017,M,WHITE,50 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116088,10066529,GEORGE,Council District 9
20171970017,07/16/2017,07/16/2017,M,BLACK,7300 FM 969 RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3143413,10076412,CHARLIE,Council District 1
20172080930,07/27/2017,07/27/2017,F,WHITE,600 SABINE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116414,10070250,GEORGE,Council District 9
20171840846,07/03/2017,07/03/2017,M,WHITE,900 RUTLAND DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3127578,10106801,EDWARD,Council District 4
20171790602,06/28/2017,06/28/2017,M,BLACK,600 BLOCK MONTOPOLIS DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3129776,10060591,HENR,Council District 3
20171351748,05/15/2017,05/15/2017,F,WHITE,1900 W BRAKER LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124687,10115990,EDWARD,Council District 7
20171491430,05/29/2017,05/29/2017,M,HISPANIC OR LATINO,S 5TH ST / W LIVE OAK ST,YES = 1,,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108004,10062666,DAVID,Council District 9
20171171172,04/27/2017,04/27/2017,M,HISPANIC OR LATINO,6000 N IH 35 NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125237,10090625,HE,Council District 4
20172110292,07/30/2017,07/30/2017,M,BLACK,7114 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125687,10094562,IDA,Council District 4
20172241724,08/13/2017,08/12/2017,M,HISPANIC OR LATINO,1600 BLOCK E SH 71 EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3136330,10054045,HENR,Council District 2
20171631272,06/12/2017,06/12/2017,M,BLACK,8128 N IH 35 SVRD SB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127901,10098807,EDWARD,Council District 4
20171611774,06/11/2017,06/10/2017,M,HISPANIC OR LATINO,FREIDRICH LN / TERI RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111345,10047119,FRANK,Council District 2
20171390225,05/19/2017,05/19/2017,M,HISPANIC OR LATINO,CIRCLE S RD / E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103960,10043104,FRANK,Council District 2
20171370008,05/17/2017,05/17/2017,M,WHITE,514 UPSON ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105311,10074405,BAKER,Council District 10
20171812024,06/30/2017,06/30/2017,M,WHITE,100 W SLAUGHTER LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3101535,10033741,FRANK,Council District 2
20171652036,06/14/2017,06/14/2017,M,HISPANIC OR LATINO,E ST ELMO RD / FREIDRICH LN,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112838,10049944,FRANK,Council District 2
20171792050,06/28/2017,06/28/2017,M,WHITE,2100 S 1ST ST,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109834,10062153,DAVID,Council District 9
20171761378,06/25/2017,06/25/2017,M,HISPANIC OR LATINO,CANNONLEAGUE DR / W WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3095430,10046390,DAVID,Council District 5
20171580009,06/07/2017,06/07/2017,M,BLACK,W OLTORF ST / S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109222,10061193,DAVID,Council District 9
20172071506,07/26/2017,07/26/2017,M,BLACK,914 E ANDERSON LN EB,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127738,10096575,IDA,Council District 4
20172260944,08/14/2017,08/14/2017,M,HISPANIC OR LATINO,5000 BLOCK CAPE VERDE CV,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115612,10043548,FRANK,Council District 2
20172190113,08/07/2017,08/07/2017,M,BLACK,1050 E 11TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118660,10071296,GEORGE,Council District 1
20172170124,08/05/2017,08/05/2017,M,BLACK,S 1ST ST / W MONROE ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,CASH,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3110568,10063870,DAVID,Council District 9
20171890001,07/08/2017,07/07/2017,M,BLACK,200 BLOCK N IH 35 SVRD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116259,10068865,GEORGE,Council District 9
20172310087,08/19/2017,08/19/2017,F,WHITE,3100 S 1ST ST,NO = 2,,,,,3107616,10058143,DAVID,Council District 3
20172351621,08/23/2017,08/23/2017,M,WHITE,WHITIS AVE / W DEAN KEETON ST,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3114934,10078658,UNIVERSITY PD,Council District 9
20172351495,08/23/2017,08/23/2017,M,BLACK,GORHAM ST / WIGINTON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3128868,10115647,EDWARD,Council District 7
20172490033,09/06/2017,09/06/2017,M,HISPANIC OR LATINO,B R REYNOLDS DR / W CESAR CHAVEZ ST,NO = 2,,,,,3109811,10070248,BAKER,Council District 9
20172641799,09/22/2017,09/21/2017,M,HISPANIC OR LATINO,6306 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127258,10055404,HENR,Council District 3
20172460119,09/03/2017,09/03/2017,M,HISPANIC OR LATINO,8200 BLOCK N LAMAR BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3124498,10101349,EDWARD,Council District 4
20172401330,08/28/2017,08/28/2017,M,WHITE,2200 BLOCK N IH 35 SVRD SB,NO = 2,,,,,3119239,10076784,UNIVERSITY PD,Council District 1
20172420523,08/30/2017,08/30/2017,M,HISPANIC OR LATINO,4900 S 1ST ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103804,10051085,FRANK,Council District 3
20172481805,09/05/2017,09/05/2017,M,WHITE,6210 E WILLIAM CANNON DR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116126,10035604,DAVID,Council District 2
20172541391,09/11/2017,09/11/2017,M,HISPANIC OR LATINO,2400 E ST ELMO RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3114497,10049122,FRANK,Council District 2
20172631382,09/20/2017,09/20/2017,F,BLACK,1200 W HOWARD LN,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3136012,10128062,EDWARD,Council District 7
20172841670,10/11/2017,10/11/2017,M,WHITE,1800 E RIVERSIDE DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118763,10061943,HENR,Council District 3
20172860136,10/13/2017,10/13/2017,F,WHITE,214 BARTON SPRINGS RD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3112805,10067633,DAVID,Council District 9
20172890859,10/16/2017,10/16/2017,M,HISPANIC OR LATINO,5600 BLOCK JACARANDA DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3111056,10044338,FRANK,Council District 2
20172951066,10/22/2017,10/22/2017,M,BLACK,2900 N IH 35 SVRD SB,NO = 2,,,,,3119758,10077944,BAKER,Council District 9
20173000197,10/27/2017,10/27/2017,M,WHITE,800 CAMINO LA COSTA,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,ALCOHOL,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125773,10093332,IDA,Council District 4
20172971805,10/24/2017,10/24/2017,F,WHITE,4500 WEST GATE BLVD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3096368,10057114,DAVID,Council District 5
20172991277,10/26/2017,10/26/2017,M,WHITE,12000 DESSAU RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3141263,10112276,EDWARD,Council District 1
20172611083,09/18/2017,09/18/2017,F,WHITE,1900 S IH 35 SB,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115993,10060230,HENR,Council District 9
20172991830,10/26/2017,10/26/2017,M,HISPANIC OR LATINO,400 LAVACA ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113339,10070338,GEORGE,Council District 9
20173030055,10/30/2017,10/30/2017,M,WHITE,2304 LAKE AUSTIN BLVD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3105135,10074182,BAKER,Council District 10
20173011028,10/28/2017,10/28/2017,M,BLACK,5818 REICHER DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,FRISK FOR SAFETY,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3134949,10084550,IDA,Council District 1
20173190025,11/15/2017,11/15/2017,M,HISPANIC OR LATINO,2000 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3108547,10041481,FRANK,Council District 2
20172730883,10/01/2017,09/30/2017,F,WHITE,4000 N IH 35 SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121778,10081495,BAKER,Council District 9
20173071547,11/03/2017,11/03/2017,M,HISPANIC OR LATINO,S IH 35 SVRD SB / E RIVERSIDE DR,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116702,10063521,HENR,Council District 9
20173080067,11/04/2017,11/04/2017,F,BLACK,700 BLOCK W WELLS BRANCH PKWY,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3140872,10131973,EDWARD,Council District 7
20173072054,11/04/2017,11/03/2017,M,HISPANIC OR LATINO,ONION CREEK DR / S PLEASANT VALLEY RD,YES = 1,SUSPICIOUS PERSON / VEHICLE,FRISK FOR SAFETY,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3113354,10037690,FRANK,Council District 2
20172730144,09/30/2017,09/30/2017,M,WHITE,13600 N IH 35 SVRD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3135215,10127451,EDWARD,Council District 7
20172740033,10/01/2017,10/01/2017,M,ASIAN,12100 METRIC BLVD,NO = 2,,,,,3126346,10120352,ADAM PD,Council District 7
20172690045,09/26/2017,09/26/2017,M,BLACK,110 E WILLIAM CANNON DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3103925,10043240,FRANK,Council District 2
20172831754,10/10/2017,10/10/2017,F,WHITE,1200 W 6TH ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109730,10072438,BAKER,Council District 9
20172770099,10/04/2017,10/04/2017,F,HISPANIC OR LATINO,6800 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3138177,10087203,IDA,Council District 1
20172571801,09/14/2017,09/14/2017,F,BLACK,10200 ANDERSON MILL RD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3094019,10135461,ADAM PD,Council District 6
20173210213,11/17/2017,11/17/2017,M,HISPANIC OR LATINO,400 W OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3109818,10060917,DAVID,Council District 9
20173230356,11/19/2017,11/19/2017,M,HISPANIC OR LATINO,CAMINO LA COSTA / N IH 35 SVRD NB,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125667,10093349,IDA,Council District 4
20173350205,12/01/2017,12/01/2017,M,HISPANIC OR LATINO,1747 E OLTORF ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116325,10057704,HENR,Council District 3
20173300176,11/26/2017,11/26/2017,M,WHITE,7522 N IH 35 SVRD SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,WEAPONS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125968,10096642,IDA,Council District 4
20173361591,12/03/2017,12/02/2017,M,WHITE,W PARMER LN / LAMPLIGHT VILLAGE AVE,NO = 2,,,,,3127839,10124818,ADAM PD,Council District 7
20173391744,12/05/2017,12/05/2017,M,BLACK,1919 S PLEASANT VALLEY RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,PROBABLE CAUSE,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121139,10058528,HENR,Council District 3
20173310075,11/27/2017,11/27/2017,F,WHITE,715 BARTON SPRINGS RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111528,10067368,DAVID,Council District 9
20173440287,12/10/2017,12/10/2017,M,HISPANIC OR LATINO,2425 CROMWELL CIR,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3121692,10055203,HENR,Council District 3
20173500516,12/16/2017,12/16/2017,M,BLACK,5400 LOYOLA LN,YES = 1,,PROBABLE CAUSE,NOTHING,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3139438,10084193,IDA,Council District 1
20173600070,12/26/2017,12/26/2017,M,HISPANIC OR LATINO,9414 N LAMAR BLVD,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3127650,10106327,EDWARD,Council District 4
20173530576,12/19/2017,12/19/2017,M,WHITE,9500 PRESCOTT DR,YES = 1,CALL FOR SERVICE,PROBABLE CAUSE,OTHER,YES - RACE OR ETHNICITY WAS KNOWN BEFORE STOP,3070490,10047111,DAVID,Council District 8
20173610105,12/27/2017,12/27/2017,M,WHITE,E 6TH ST / TRINITY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3115415,10070416,GEORGE,Council District 9
20173590877,12/25/2017,12/25/2017,M,HISPANIC OR LATINO,917 FAIRFIELD DR,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3125210,10103452,EDWARD,Council District 4
2017110112,01/11/2017,01/11/2017,F,WHITE,1000 S IH 35 SB,YES = 1,CALL FOR SERVICE,INCIDENTAL TO ARREST,DRUGS,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116840,10063244,HENR,Council District 9
201751674,01/05/2017,01/05/2017,M,HISPANIC OR LATINO,5202 E STASSNEY LN,YES = 1,PRE-EXISTING KNOWLEDGE,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116322,10043542,FRANK,Council District 2
2017300096,01/29/2017,01/30/2017,F,HISPANIC OR LATINO,8101 FM 969 RD,YES = 1,CALL FOR SERVICE,FRISK FOR SAFETY,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3145994,10075210,CHARLIE,Council District 1
2017180538,01/18/2017,01/18/2017,M,BLACK,6300 MANOR RD,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3136009,10085820,IDA,Council District 1
2017580011,02/27/2017,02/27/2017,M,BLACK,300 BRUSHY ST,YES = 1,VIOLATION OF CITY ORDIANCE,PROBABLE CAUSE,OTHER,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3116857,10069004,GEORGE,Council District 3
2017961268,04/06/2017,04/06/2017,M,HISPANIC OR LATINO,1500 E ANDERSON LN SVRD EB,NO = 2,CALL FOR SERVICE,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3131794,10094395,IDA,Council District 1
2017310945,01/31/2017,01/31/2017,M,HISPANIC OR LATINO,1500 HOLLY ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3118263,10066139,GEORGE,Council District 3
20171000164,04/10/2017,04/10/2017,M,BLACK,2400 LEON ST,YES = 1,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,INCIDENTAL TO ARREST,NOTHING,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3111919,10078171,BAKER,Council District 9
2017641296,03/05/2017,03/05/2017,M,BLACK,1100 AIRPORT BLVD,NO = 2,VIOLATION OF TRANSPORTATION CODE/VEHICLE LAWS,,,NO - RACE OR ETHNICITY WAS NOT KNOWN BEFORE STOP,3129746,10068410,CHARLIE,Council District 3
